date,branch,new_customers,active_customers,avg_credit_score,loan_default_rate_percent,customer_churn_rate_percent
2024-07-02,Hyderabad,894,100731,704.0,2.54,0.75
2024-07-02,Ahmedabad,1367,101511,745.0,3.32,0.66
2024-07-02,Kolkata,1899,102123,707.0,2.59,1.37
2024-07-02,Jaipur,1784,103193,732.0,2.21,0.8
2024-07-02,Surat,1718,103958,728.0,1.57,1.02
2024-07-03,Mumbai,1989,103666,738.0,4.25,2.33
2024-07-03,Delhi,637,103639,696.0,4.09,0.67
2024-07-03,Bangalore,1639,104027,728.0,3.93,1.29
2024-07-03,Chennai,1167,102957,714.0,3.7,2.21
2024-07-03,Pune,1564,103151,740.0,4.09,1.42
2024-07-03,Hyderabad,525,101567,732.0,3.96,2.07
2024-07-03,Ahmedabad,1776,101740,727.0,4.02,1.68
2024-07-03,Kolkata,1359,102436,708.0,2.06,0.73
2024-07-03,Jaipur,806,102471,733.0,2.53,0.8
2024-07-03,Surat,1704,102563,707.0,2.7,1.67
2024-07-04,Mumbai,705,100925,695.0,4.32,2.35
2024-07-04,Delhi,1652,100592,709.0,3.92,2.06
2024-07-04,Bangalore,1085,99490,711.0,2.62,2.23
2024-07-04,Chennai,1204,98517,714.0,2.75,2.26
2024-07-04,Pune,1040,98368,723.0,3.92,1.27
2024-07-04,Hyderabad,1494,98328,723.0,3.7,1.64
2024-07-04,Ahmedabad,1468,99313,728.0,3.64,0.57
2024-07-04,Kolkata,1064,99139,722.0,3.39,1.31
2024-07-04,Jaipur,1766,99301,706.0,4.4,1.72
2024-07-04,Surat,1920,100033,735.0,1.56,1.3
2024-07-05,Mumbai,1310,99164,708.0,4.06,2.28
2024-07-05,Delhi,1178,98544,724.0,4.4,1.88
2024-07-05,Bangalore,600,97215,741.0,2.51,1.99
2024-07-05,Chennai,1050,96094,715.0,1.98,2.29
2024-07-05,Pune,541,95536,701.0,3.39,1.18
2024-07-05,Hyderabad,1120,95647,699.0,3.89,1.12
2024-07-05,Ahmedabad,1506,95118,706.0,2.34,2.22
2024-07-05,Kolkata,1902,96464,700.0,2.16,0.7
2024-07-05,Jaipur,966,96742,743.0,1.8,0.77
2024-07-05,Surat,1407,96247,718.0,4.09,2.05
2024-07-06,Mumbai,1157,96496,763.0,3.95,1.04
2024-07-06,Delhi,1353,96276,719.0,2.41,1.71
2024-07-06,Bangalore,682,96153,687.0,2.72,0.88
2024-07-06,Chennai,932,94901,724.0,2.85,2.33
2024-07-06,Pune,1333,94429,718.0,3.59,1.98
2024-07-06,Hyderabad,1557,93964,737.0,4.36,2.23
2024-07-06,Ahmedabad,615,93176,668.0,4.42,1.53
2024-07-06,Kolkata,825,93460,717.0,3.98,0.63
2024-07-06,Jaipur,1953,94109,717.0,3.59,1.51
2024-07-06,Surat,777,92990,732.0,2.25,2.06
2024-07-07,Mumbai,1573,92578,710.0,2.1,2.26
2024-07-07,Delhi,559,92385,714.0,3.4,0.85
2024-07-07,Bangalore,911,91339,736.0,2.55,2.17
2024-07-07,Chennai,1010,91889,693.0,4.25,0.57
2024-07-07,Pune,603,90380,717.0,2.54,2.34
2024-07-07,Hyderabad,1943,91621,659.0,1.72,0.9
2024-07-07,Ahmedabad,1254,90979,751.0,4.36,2.15
2024-07-07,Kolkata,1534,91422,719.0,1.73,1.29
2024-07-07,Jaipur,753,90516,707.0,3.97,1.86
2024-07-07,Surat,995,90441,737.0,2.53,1.24
2024-07-08,Mumbai,1716,91022,725.0,4.18,1.39
2024-07-08,Delhi,1471,91053,702.0,2.04,1.67
2024-07-08,Bangalore,1216,91256,739.0,1.68,1.19
2024-07-08,Chennai,1029,90521,732.0,4.17,2.0
2024-07-08,Pune,1910,91923,738.0,1.69,0.68
2024-07-08,Hyderabad,556,91341,716.0,4.15,1.27
2024-07-08,Ahmedabad,833,90205,732.0,1.69,2.21
2024-07-08,Kolkata,938,89199,758.0,3.57,2.21
2024-07-08,Jaipur,1825,90280,751.0,3.65,0.95
2024-07-08,Surat,923,90319,733.0,2.83,1.04
2024-07-09,Mumbai,1338,90380,696.0,4.08,1.53
2024-07-09,Delhi,1897,91918,731.0,1.79,0.52
2024-07-09,Bangalore,770,91083,743.0,2.33,1.79
2024-07-09,Chennai,1731,90999,741.0,2.51,2.1
2024-07-09,Pune,958,91097,725.0,1.55,1.0
2024-07-09,Hyderabad,1125,90533,734.0,2.48,1.93
2024-07-09,Ahmedabad,1952,90980,698.0,1.79,1.79
2024-07-09,Kolkata,1367,90341,726.0,1.68,2.29
2024-07-09,Jaipur,1214,90344,691.0,2.62,1.42
2024-07-09,Surat,946,90050,741.0,1.68,1.43
2024-07-10,Mumbai,1886,90681,737.0,3.99,1.54
2024-07-10,Delhi,1777,91386,735.0,3.45,1.29
2024-07-10,Bangalore,709,91666,728.0,2.97,0.51
2024-07-10,Chennai,1856,91399,749.0,2.28,2.43
2024-07-10,Pune,1266,91255,718.0,3.55,1.62
2024-07-10,Hyderabad,1716,91502,716.0,4.28,1.72
2024-07-10,Ahmedabad,1111,90967,736.0,2.93,1.87
2024-07-10,Kolkata,1486,91968,696.0,3.38,0.63
2024-07-10,Jaipur,1066,91457,726.0,1.62,1.78
2024-07-10,Surat,1067,91650,716.0,3.21,1.02
2024-07-11,Mumbai,1956,91541,724.0,2.95,2.4
2024-07-11,Delhi,1834,92476,732.0,2.66,1.1
2024-07-11,Bangalore,807,91911,713.0,3.62,1.53
2024-07-11,Chennai,992,90847,766.0,3.35,2.3
2024-07-11,Pune,1728,91487,731.0,4.01,1.31
2024-07-11,Hyderabad,1154,91005,722.0,3.33,1.86
2024-07-11,Ahmedabad,1977,92594,755.0,3.91,0.55
2024-07-11,Kolkata,1518,91890,726.0,2.39,2.49
2024-07-11,Jaipur,1031,90855,703.0,2.79,2.31
2024-07-11,Surat,1328,91100,728.0,4.32,1.28
2024-07-12,Mumbai,572,90213,702.0,1.94,1.67
2024-07-12,Delhi,1671,90057,711.0,2.68,2.13
2024-07-12,Bangalore,1202,89571,712.0,3.66,1.95
2024-07-12,Chennai,955,88904,691.0,4.16,1.87
2024-07-12,Pune,1807,88976,725.0,1.81,2.07
2024-07-12,Hyderabad,1875,89878,712.0,2.64,1.22
2024-07-12,Ahmedabad,1114,89087,730.0,2.2,2.19
2024-07-12,Kolkata,1846,89033,693.0,1.66,2.25
2024-07-12,Jaipur,870,88986,722.0,3.19,1.09
2024-07-12,Surat,1464,89863,707.0,3.62,0.76
2024-07-13,Mumbai,1029,89225,720.0,3.3,1.95
2024-07-13,Delhi,1644,89157,698.0,2.17,2.03
2024-07-13,Bangalore,874,87949,756.0,4.47,2.39
2024-07-13,Chennai,1187,87614,728.0,3.29,1.81
2024-07-13,Pune,955,87564,724.0,4.32,1.21
2024-07-13,Hyderabad,1128,87585,724.0,3.67,1.34
2024-07-13,Ahmedabad,1178,87742,706.0,3.85,1.24
2024-07-13,Kolkata,1699,88586,701.0,3.06,1.09
2024-07-13,Jaipur,741,88094,736.0,4.22,1.44
2024-07-13,Surat,1799,88530,695.0,2.57,1.67
2024-07-14,Mumbai,1771,89861,750.0,1.88,0.64
2024-07-14,Delhi,898,89463,756.0,1.77,1.5
2024-07-14,Bangalore,1894,90338,716.0,2.36,1.26
2024-07-14,Chennai,1111,90317,736.0,4.33,1.33
2024-07-14,Pune,808,90473,721.0,2.5,0.77
2024-07-14,Hyderabad,910,90364,721.0,3.42,1.19
2024-07-14,Ahmedabad,1666,90062,729.0,3.31,2.29
2024-07-14,Kolkata,1437,90875,751.0,3.77,0.79
2024-07-14,Jaipur,1965,92174,705.0,2.67,0.86
2024-07-14,Surat,665,91518,736.0,3.84,1.48
2024-07-15,Mumbai,1792,91178,727.0,4.02,2.47
2024-07-15,Delhi,1141,90774,716.0,4.19,1.77
2024-07-15,Bangalore,509,90039,708.0,1.8,1.4
2024-07-15,Chennai,928,89201,714.0,3.17,2.02
2024-07-15,Pune,845,88622,698.0,2.17,1.65
2024-07-15,Hyderabad,824,88184,702.0,3.19,1.48
2024-07-15,Ahmedabad,680,88236,676.0,1.92,0.76
2024-07-15,Kolkata,1388,88147,747.0,4.29,1.77
2024-07-15,Jaipur,1326,88354,700.0,1.61,1.36
2024-07-15,Surat,1477,88800,716.0,1.96,1.27
2024-07-16,Mumbai,577,88045,738.0,4.41,1.57
2024-07-16,Delhi,1996,89062,691.0,2.32,1.25
2024-07-16,Bangalore,528,87588,691.0,2.97,2.28
2024-07-16,Chennai,1587,88498,707.0,4.19,0.88
2024-07-16,Pune,1885,90045,720.0,3.77,0.51
2024-07-16,Hyderabad,1009,90257,714.0,3.3,0.95
2024-07-16,Ahmedabad,1205,90519,780.0,3.36,1.12
2024-07-16,Kolkata,710,90125,717.0,3.55,1.27
2024-07-16,Jaipur,1705,90929,725.0,2.32,1.11
2024-07-16,Surat,633,89647,676.0,4.45,2.15
2024-07-17,Mumbai,1110,88700,712.0,2.31,2.4
2024-07-17,Delhi,1433,88484,713.0,4.26,1.96
2024-07-17,Bangalore,1721,88937,709.0,4.28,1.55
2024-07-17,Chennai,1388,88384,761.0,4.2,2.28
2024-07-17,Pune,774,88156,746.0,4.22,1.19
2024-07-17,Hyderabad,1503,88676,680.0,2.46,1.22
2024-07-17,Ahmedabad,885,88878,747.0,3.6,0.83
2024-07-17,Kolkata,1326,89805,712.0,1.65,0.54
2024-07-17,Jaipur,959,89066,733.0,3.19,1.95
2024-07-17,Surat,768,89059,689.0,2.69,0.92
2024-07-18,Mumbai,544,88165,700.0,2.74,1.68
2024-07-18,Delhi,846,88405,762.0,1.79,0.75
2024-07-18,Bangalore,1956,88886,727.0,1.73,1.8
2024-07-18,Chennai,576,88386,677.0,1.7,1.25
2024-07-18,Pune,1811,89412,777.0,2.27,1.01
2024-07-18,Hyderabad,1595,89541,712.0,2.48,1.75
2024-07-18,Ahmedabad,1716,89131,727.0,2.48,2.49
2024-07-18,Kolkata,1855,90459,726.0,2.57,0.72
2024-07-18,Jaipur,540,90492,741.0,2.94,0.6
2024-07-18,Surat,737,90067,707.0,2.29,1.33
2024-07-19,Mumbai,1278,90774,712.0,2.3,0.75
2024-07-19,Delhi,1017,90537,759.0,1.82,1.45
2024-07-19,Bangalore,813,90574,724.0,1.99,0.91
2024-07-19,Chennai,1904,90998,709.0,3.44,1.76
2024-07-19,Pune,1116,90961,715.0,2.54,1.34
2024-07-19,Hyderabad,706,90050,728.0,3.89,1.82
2024-07-19,Ahmedabad,1052,89594,708.0,4.05,1.75
2024-07-19,Kolkata,1935,90952,751.0,4.26,0.77
2024-07-19,Jaipur,714,90324,709.0,3.03,1.52
2024-07-19,Surat,1765,91532,719.0,3.72,0.74
2024-07-20,Mumbai,733,90440,715.0,2.36,2.07
2024-07-20,Delhi,1519,91239,717.0,1.53,0.9
2024-07-20,Bangalore,909,90328,705.0,3.67,2.06
2024-07-20,Chennai,1571,89785,729.0,2.2,2.45
2024-07-20,Pune,1233,89381,720.0,1.62,1.91
2024-07-20,Hyderabad,1104,89819,725.0,3.82,0.82
2024-07-20,Ahmedabad,1622,90198,755.0,4.35,1.49
2024-07-20,Kolkata,925,89487,691.0,3.05,1.88
2024-07-20,Jaipur,1484,90021,708.0,3.64,1.16
2024-07-20,Surat,505,90084,739.0,1.8,0.53
2024-07-21,Mumbai,682,88748,718.0,2.41,2.31
2024-07-21,Delhi,1675,88894,723.0,4.37,1.84
2024-07-21,Bangalore,805,87616,711.0,3.24,2.4
2024-07-21,Chennai,1547,88687,707.0,4.44,0.65
2024-07-21,Pune,1981,90165,706.0,3.74,0.7
2024-07-21,Hyderabad,1024,89639,727.0,2.78,1.79
2024-07-21,Ahmedabad,1435,88941,770.0,3.42,2.48
2024-07-21,Kolkata,1106,89200,748.0,3.7,1.03
2024-07-21,Jaipur,602,89215,716.0,2.43,0.7
2024-07-21,Surat,857,88118,682.0,2.14,2.25
2024-07-22,Mumbai,1095,88230,744.0,2.46,1.22
2024-07-22,Delhi,1886,89239,725.0,2.81,1.13
2024-07-22,Bangalore,737,89406,766.0,2.42,0.69
2024-07-22,Chennai,593,89571,731.0,3.98,0.52
2024-07-22,Pune,783,88766,717.0,3.64,1.83
2024-07-22,Hyderabad,849,88640,713.0,3.02,1.16
2024-07-22,Ahmedabad,1396,87985,696.0,2.55,2.41
2024-07-22,Kolkata,1049,87113,719.0,4.38,2.26
2024-07-22,Jaipur,690,86761,740.0,1.68,1.25
2024-07-22,Surat,1201,87284,685.0,1.69,0.87
2024-07-23,Mumbai,1320,87575,758.0,2.62,1.3
2024-07-23,Delhi,1434,88183,693.0,2.04,1.04
2024-07-23,Bangalore,1289,87893,707.0,3.5,1.88
2024-07-23,Chennai,1479,87617,728.0,4.37,2.1
2024-07-23,Pune,1828,87567,692.0,4.03,2.27
2024-07-23,Hyderabad,841,87823,717.0,3.02,0.73
2024-07-23,Ahmedabad,1925,88151,724.0,2.79,1.95
2024-07-23,Kolkata,826,88405,728.0,3.35,0.71
2024-07-23,Jaipur,1709,88924,712.0,3.28,1.47
2024-07-23,Surat,1665,89041,697.0,3.27,1.86
2024-07-24,Mumbai,871,88456,751.0,1.82,1.72
2024-07-24,Delhi,1234,88243,731.0,1.72,1.72
2024-07-24,Bangalore,1901,88267,728.0,1.69,2.26
2024-07-24,Chennai,1989,88220,711.0,2.18,2.45
2024-07-24,Pune,767,87741,735.0,2.7,1.47
2024-07-24,Hyderabad,1499,88696,694.0,2.1,0.73
2024-07-24,Ahmedabad,1342,88896,758.0,3.86,1.38
2024-07-24,Kolkata,629,88655,710.0,1.87,1.02
2024-07-24,Jaipur,1143,89403,738.0,2.91,0.52
2024-07-24,Surat,1888,90022,745.0,1.91,1.55
2024-07-25,Mumbai,1680,90078,724.0,3.72,1.95
2024-07-25,Delhi,958,88884,726.0,3.76,2.46
2024-07-25,Bangalore,1871,88874,721.0,3.66,2.25
2024-07-25,Chennai,1563,89160,743.0,3.72,1.55
2024-07-25,Pune,1934,89665,709.0,2.62,1.74
2024-07-25,Hyderabad,1386,89503,734.0,3.9,1.82
2024-07-25,Ahmedabad,1009,89265,723.0,2.69,1.46
2024-07-25,Kolkata,1859,89586,751.0,4.41,1.85
2024-07-25,Jaipur,1288,90240,749.0,2.74,0.8
2024-07-25,Surat,1643,89923,711.0,2.43,2.28
2024-07-26,Mumbai,1755,91266,743.0,4.44,0.61
2024-07-26,Delhi,1817,91034,730.0,1.95,2.37
2024-07-26,Bangalore,1535,90665,721.0,1.82,2.2
2024-07-26,Chennai,1515,90244,741.0,3.88,2.24
2024-07-26,Pune,653,89131,737.0,1.97,2.0
2024-07-26,Hyderabad,1156,89485,712.0,3.63,0.98
2024-07-26,Ahmedabad,1069,90083,699.0,1.65,0.6
2024-07-26,Kolkata,956,89657,703.0,2.95,1.6
2024-07-26,Jaipur,1275,89840,708.0,2.18,1.31
2024-07-26,Surat,981,90292,717.0,2.96,0.66
2024-07-27,Mumbai,1409,89916,670.0,4.36,2.1
2024-07-27,Delhi,1417,90813,728.0,4.39,0.68
2024-07-27,Bangalore,1520,91163,723.0,3.96,1.39
2024-07-27,Chennai,743,89709,693.0,3.97,2.46
2024-07-27,Pune,1838,91181,714.0,2.71,0.54
2024-07-27,Hyderabad,1326,91383,759.0,3.92,1.32
2024-07-27,Ahmedabad,1641,91667,712.0,3.2,1.6
2024-07-27,Kolkata,686,90486,691.0,4.0,2.08
2024-07-27,Jaipur,1767,90758,736.0,2.34,1.78
2024-07-27,Surat,1541,90922,677.0,4.01,1.62
2024-07-28,Mumbai,1840,91227,732.0,1.67,1.84
2024-07-28,Delhi,1198,91381,730.0,2.96,1.23
2024-07-28,Bangalore,611,90081,728.0,2.43,2.13
2024-07-28,Chennai,1430,90553,703.0,3.82,1.16
2024-07-28,Pune,1769,90894,720.0,1.87,1.7
2024-07-28,Hyderabad,1967,91336,705.0,3.17,1.81
2024-07-28,Ahmedabad,1966,92143,704.0,2.34,1.41
2024-07-28,Kolkata,699,91026,766.0,1.6,2.02
2024-07-28,Jaipur,954,91581,737.0,3.7,0.5
2024-07-28,Surat,1227,90907,727.0,4.18,2.16
2024-07-29,Mumbai,1097,90649,718.0,3.59,1.6
2024-07-29,Delhi,1265,90268,735.0,2.69,1.9
2024-07-29,Bangalore,593,88829,722.0,3.76,2.29
2024-07-29,Chennai,1508,89739,736.0,1.54,0.78
2024-07-29,Pune,1968,90050,751.0,2.27,1.99
2024-07-29,Hyderabad,1338,90831,730.0,1.54,0.71
2024-07-29,Ahmedabad,1751,91882,704.0,2.79,0.89
2024-07-29,Kolkata,747,90508,744.0,3.19,2.36
2024-07-29,Jaipur,1304,91052,718.0,2.27,0.93
2024-07-29,Surat,890,90238,726.0,1.64,1.93
2024-07-30,Mumbai,720,89211,715.0,2.53,2.01
2024-07-30,Delhi,595,87745,695.0,2.77,2.35
2024-07-30,Bangalore,1876,88268,739.0,2.98,1.68
2024-07-30,Chennai,1422,88532,747.0,3.94,1.41
2024-07-30,Pune,1706,88211,725.0,1.85,2.41
2024-07-30,Hyderabad,775,86893,741.0,2.72,2.43
2024-07-30,Ahmedabad,508,86078,709.0,1.56,1.56
2024-07-30,Kolkata,599,85333,724.0,4.35,1.61
2024-07-30,Jaipur,1386,84949,706.0,2.84,2.18
2024-07-30,Surat,1489,84537,729.0,2.08,2.35
2024-07-31,Mumbai,862,83886,728.0,3.81,1.88
2024-07-31,Delhi,855,83151,723.0,2.19,1.96
2024-07-31,Bangalore,762,83374,725.0,2.07,0.71
2024-07-31,Chennai,1846,83920,678.0,4.0,1.7
2024-07-31,Pune,1159,83887,710.0,3.23,1.51
2024-07-31,Hyderabad,1287,84135,703.0,1.87,1.34
2024-07-31,Ahmedabad,1747,84031,731.0,3.57,2.33
2024-07-31,Kolkata,1008,84224,723.0,3.94,1.05
2024-07-31,Jaipur,1202,83447,680.0,2.49,2.44
2024-07-31,Surat,1427,83205,702.0,3.48,2.11
2024-08-01,Mumbai,782,82958,665.0,1.8,1.33
2024-08-01,Delhi,1933,83129,757.0,3.52,2.27
2024-08-01,Bangalore,1549,83866,703.0,3.78,1.1
2024-08-01,Chennai,1936,84588,733.0,4.14,1.6
2024-08-01,Pune,1142,84176,716.0,4.13,1.92
2024-08-01,Hyderabad,1633,84428,694.0,2.96,1.77
2024-08-01,Ahmedabad,911,84622,709.0,1.69,0.92
2024-08-01,Kolkata,1963,85797,732.0,1.68,1.08
2024-08-01,Jaipur,1207,85072,712.0,1.62,2.34
2024-08-01,Surat,771,83798,736.0,2.22,2.46
2024-08-02,Mumbai,1831,83716,700.0,4.27,2.45
2024-08-02,Delhi,864,83373,720.0,4.2,1.51
2024-08-02,Bangalore,1921,83939,729.0,2.88,1.77
2024-08-02,Chennai,1954,85406,706.0,4.45,0.73
2024-08-02,Pune,1221,85319,719.0,2.36,1.62
2024-08-02,Hyderabad,1693,85721,706.0,3.68,1.64
2024-08-02,Ahmedabad,1866,86061,726.0,4.34,1.92
2024-08-02,Kolkata,1880,86345,703.0,2.86,2.0
2024-08-02,Jaipur,1593,87116,714.0,2.75,1.07
2024-08-02,Surat,1365,86725,658.0,2.84,2.12
2024-08-03,Mumbai,1570,87803,721.0,1.85,0.71
2024-08-03,Delhi,1280,88471,720.0,2.36,0.79
2024-08-03,Bangalore,1872,89922,724.0,1.51,0.61
2024-08-03,Chennai,1046,89238,691.0,4.26,2.0
2024-08-03,Pune,829,87919,739.0,2.53,2.47
2024-08-03,Hyderabad,1899,89061,722.0,1.95,1.0
2024-08-03,Ahmedabad,627,88054,717.0,1.62,1.88
2024-08-03,Kolkata,1104,88430,692.0,3.85,0.91
2024-08-03,Jaipur,1608,89642,733.0,4.19,0.56
2024-08-03,Surat,1426,90529,739.0,3.15,0.7
2024-08-04,Mumbai,1883,90767,773.0,2.05,1.98
2024-08-04,Delhi,959,89988,682.0,3.04,1.98
2024-08-04,Bangalore,1649,90595,751.0,2.54,1.28
2024-08-04,Chennai,1546,90367,725.0,1.78,2.07
2024-08-04,Pune,1925,91446,747.0,4.41,1.08
2024-08-04,Hyderabad,1860,92883,729.0,1.77,0.59
2024-08-04,Ahmedabad,1281,93063,732.0,1.55,1.28
2024-08-04,Kolkata,1903,94043,750.0,3.65,1.13
2024-08-04,Jaipur,1630,95208,739.0,1.86,0.61
2024-08-04,Surat,1014,95425,742.0,4.26,0.91
2024-08-05,Mumbai,1407,94889,717.0,1.84,2.16
2024-08-05,Delhi,1797,94993,675.0,1.65,1.91
2024-08-05,Bangalore,1826,95765,722.0,2.46,1.24
2024-08-05,Chennai,1705,96056,707.0,3.24,1.59
2024-08-05,Pune,1735,97046,737.0,4.15,0.89
2024-08-05,Hyderabad,1984,96803,724.0,3.66,2.43
2024-08-05,Ahmedabad,1102,96624,719.0,3.46,1.4
2024-08-05,Kolkata,1898,98020,713.0,3.88,0.65
2024-08-05,Jaipur,855,96999,734.0,3.94,1.97
2024-08-05,Surat,744,96575,718.0,1.81,1.25
2024-08-06,Mumbai,1377,97048,722.0,2.73,1.06
2024-08-06,Delhi,1041,97420,720.0,2.66,0.76
2024-08-06,Bangalore,1696,97092,718.0,3.69,2.19
2024-08-06,Chennai,511,96509,682.0,1.64,1.16
2024-08-06,Pune,1953,96298,718.0,1.71,2.37
2024-08-06,Hyderabad,581,96140,702.0,4.01,0.81
2024-08-06,Ahmedabad,1160,95748,718.0,3.11,1.69
2024-08-06,Kolkata,1780,95988,723.0,2.39,1.73
2024-08-06,Jaipur,1855,96906,711.0,3.87,1.1
2024-08-06,Surat,1672,97137,674.0,1.94,1.6
2024-08-07,Mumbai,649,95847,712.0,1.66,2.07
2024-08-07,Delhi,1150,95587,711.0,3.43,1.55
2024-08-07,Bangalore,876,95048,715.0,3.56,1.54
2024-08-07,Chennai,1534,95905,693.0,2.85,0.82
2024-08-07,Pune,1612,96114,724.0,2.32,1.57
2024-08-07,Hyderabad,688,95695,725.0,1.89,1.2
2024-08-07,Ahmedabad,936,94945,715.0,2.65,1.83
2024-08-07,Kolkata,1178,95041,737.0,3.93,1.22
2024-08-07,Jaipur,947,93769,720.0,3.64,2.4
2024-08-07,Surat,1766,94188,715.0,4.05,1.56
2024-08-08,Mumbai,1649,93950,718.0,4.04,2.15
2024-08-08,Delhi,1829,95414,740.0,1.61,0.52
2024-08-08,Bangalore,1869,96270,730.0,1.51,1.19
2024-08-08,Chennai,992,95105,705.0,3.07,2.31
2024-08-08,Pune,1756,94754,700.0,3.56,2.34
2024-08-08,Hyderabad,999,93528,715.0,3.58,2.42
2024-08-08,Ahmedabad,1897,93427,738.0,2.44,2.27
2024-08-08,Kolkata,1281,92615,736.0,4.48,2.33
2024-08-08,Jaipur,732,92218,724.0,4.41,1.27
2024-08-08,Surat,1606,92134,708.0,2.17,1.95
2024-08-09,Mumbai,550,90606,731.0,3.84,2.32
2024-08-09,Delhi,1267,90573,687.0,2.49,1.53
2024-08-09,Bangalore,1541,90957,710.0,4.12,1.39
2024-08-09,Chennai,589,90591,733.0,2.26,1.09
2024-08-09,Pune,1834,91746,689.0,2.47,0.89
2024-08-09,Hyderabad,1552,92792,745.0,2.56,0.66
2024-08-09,Ahmedabad,696,92760,744.0,3.78,0.83
2024-08-09,Kolkata,1601,93015,720.0,2.85,1.57
2024-08-09,Jaipur,1783,94330,735.0,4.11,0.63
2024-08-09,Surat,1872,94667,711.0,2.86,1.76
2024-08-10,Mumbai,936,93581,701.0,1.95,2.23
2024-08-10,Delhi,1368,93008,749.0,2.46,2.17
2024-08-10,Bangalore,921,92526,742.0,4.05,1.58
2024-08-10,Chennai,1939,92506,735.0,1.55,2.26
2024-08-10,Pune,1391,92331,684.0,3.55,1.79
2024-08-10,Hyderabad,647,91181,718.0,2.24,1.99
2024-08-10,Ahmedabad,814,91550,754.0,3.81,0.55
2024-08-10,Kolkata,1968,92585,731.0,2.31,1.16
2024-08-10,Jaipur,679,92711,719.0,3.3,0.65
2024-08-10,Surat,864,91696,719.0,1.62,2.09
2024-08-11,Mumbai,1642,92887,719.0,1.53,0.64
2024-08-11,Delhi,966,91761,672.0,3.28,2.32
2024-08-11,Bangalore,1334,92014,727.0,3.08,1.28
2024-08-11,Chennai,1790,92721,680.0,4.4,1.31
2024-08-11,Pune,1147,93450,730.0,2.64,0.53
2024-08-11,Hyderabad,1878,94766,687.0,2.77,0.74
2024-08-11,Ahmedabad,512,93623,723.0,2.09,1.78
2024-08-11,Kolkata,1766,94922,713.0,2.91,0.63
2024-08-11,Jaipur,1699,96174,696.0,2.63,0.59
2024-08-11,Surat,648,95697,670.0,2.23,1.22
2024-08-12,Mumbai,1529,96675,708.0,2.23,0.71
2024-08-12,Delhi,1904,97642,719.0,3.85,1.1
2024-08-12,Bangalore,677,97327,730.0,3.4,1.06
2024-08-12,Chennai,1396,97589,736.0,3.93,1.26
2024-08-12,Pune,1853,99019,721.0,1.85,0.56
2024-08-12,Hyderabad,820,98343,698.0,3.83,1.57
2024-08-12,Ahmedabad,779,97214,748.0,3.9,1.99
2024-08-12,Kolkata,1617,97881,722.0,2.9,1.09
2024-08-12,Jaipur,1798,99029,710.0,3.07,0.79
2024-08-12,Surat,1887,98791,720.0,3.53,2.27
2024-08-13,Mumbai,1993,99172,743.0,3.97,1.8
2024-08-13,Delhi,522,98137,750.0,2.41,1.61
2024-08-13,Bangalore,1636,99116,713.0,3.36,0.78
2024-08-13,Chennai,585,99235,761.0,3.69,0.51
2024-08-13,Pune,1721,99795,741.0,2.73,1.29
2024-08-13,Hyderabad,1621,99137,706.0,3.52,2.39
2024-08-13,Ahmedabad,1124,99425,728.0,3.52,0.92
2024-08-13,Kolkata,1986,100365,706.0,3.26,1.19
2024-08-13,Jaipur,1345,99481,729.0,3.99,2.31
2024-08-13,Surat,1549,100354,726.0,1.88,0.78
2024-08-14,Mumbai,876,100373,713.0,2.5,0.94
2024-08-14,Delhi,1017,100567,753.0,4.14,0.89
2024-08-14,Bangalore,871,99646,721.0,3.85,1.84
2024-08-14,Chennai,1661,99223,778.0,3.16,2.2
2024-08-14,Pune,1624,99546,708.0,2.18,1.42
2024-08-14,Hyderabad,1625,100639,729.0,2.04,0.65
2024-08-14,Ahmedabad,1875,102002,736.0,3.47,0.63
2024-08-14,Kolkata,701,101839,702.0,2.19,0.89
2024-08-14,Jaipur,1689,102141,710.0,2.74,1.47
2024-08-14,Surat,1177,102158,714.0,2.64,1.21
2024-08-15,Mumbai,1874,102338,724.0,4.06,1.81
2024-08-15,Delhi,704,101996,715.0,1.83,1.07
2024-08-15,Bangalore,642,100336,738.0,4.11,2.3
2024-08-15,Chennai,1150,100088,702.0,1.72,1.47
2024-08-15,Pune,1172,99606,717.0,4.28,1.73
2024-08-15,Hyderabad,1126,98930,721.0,2.56,1.89
2024-08-15,Ahmedabad,812,98185,698.0,2.46,1.63
2024-08-15,Kolkata,1246,97439,730.0,3.74,2.12
2024-08-15,Jaipur,1377,98095,728.0,4.41,0.84
2024-08-15,Surat,1141,98341,727.0,1.62,0.99
2024-08-16,Mumbai,953,97494,732.0,3.25,1.92
2024-08-16,Delhi,1812,98093,720.0,3.17,1.37
2024-08-16,Bangalore,1236,98660,733.0,2.03,0.77
2024-08-16,Chennai,1179,97694,726.0,3.01,2.26
2024-08-16,Pune,1447,97882,691.0,2.14,1.39
2024-08-16,Hyderabad,1125,97642,697.0,4.18,1.47
2024-08-16,Ahmedabad,722,97582,751.0,2.33,0.85
2024-08-16,Kolkata,1742,98796,670.0,4.39,0.66
2024-08-16,Jaipur,1074,97753,721.0,3.19,2.22
2024-08-16,Surat,786,96362,729.0,4.2,2.28
2024-08-17,Mumbai,902,96364,727.0,2.94,1.03
2024-08-17,Delhi,1783,97641,724.0,4.43,0.65
2024-08-17,Bangalore,654,96111,762.0,1.75,2.28
2024-08-17,Chennai,1538,96061,732.0,3.33,1.76
